CCI,Status,Published,contributor,Definition,Type,NIST800-53rev4,Control,NIST800-53rev3,Control,NIST800-53rev1,Control
CCI-002456,draft,7/2/2013,DISA FSO,The organization defines the certificate policy employed to issue public key certificates.,policy,4,SC-17,,,,
CCI-002457,draft,7/2/2013,DISA FSO,The organization defines the corrective actions to be taken when organization-defined unacceptable mobile code is identified.,policy,4,SC-18 (1),,,,
CCI-002458,draft,7/2/2013,DISA FSO,The organization defines what constitutes unacceptable mobile code for its information systems.,policy,4,SC-18 (1),,,,
CCI-002459,draft,7/2/2013,DISA FSO,The organization defines the unacceptable mobile code of which the information system is to prevent download and execution.,policy,4,SC-18 (3),,,,
CCI-002460,draft,7/2/2013,DISA FSO,The information system enforces organization-defined actions prior to executing mobile code.,technical,4,SC-18 (4),,,,
CCI-002461,draft,7/2/2013,DISA FSO,The organization allows execution of permitted mobile code only in confined virtual machine environments.,policy,4,SC-18 (5),,,,
CCI-002462,draft,7/2/2013,DISA FSO,The information system provides additional data integrity verification artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries.,technical,4,SC-20 a,,,,
CCI-002463,draft,7/2/2013,DISA FSO,The information system provides data origin artifacts for internal name/address resolution queries.,technical,4,SC-20 (2),,,,
CCI-002464,draft,7/2/2013,DISA FSO,The information system provides data integrity protection artifacts for internal name/address resolution queries.,technical,4,SC-20 (2),,,,
CCI-002465,draft,7/2/2013,DISA FSO,The information system requests data origin authentication verification on the name/address resolution responses the system receives from authoritative sources.,technical,4,SC-21,,,,
CCI-002466,draft,7/2/2013,DISA FSO,The information system requests data integrity verification on the name/address resolution responses the system receives from authoritative sources.,technical,4,SC-21,,,,
CCI-002467,draft,7/2/2013,DISA FSO,The information system performs data integrity verification on the name/address resolution responses the system receives from authoritative sources.,technical,4,SC-21,,,,
CCI-002468,draft,7/2/2013,DISA FSO,The information system performs data origin verification authentication on the name/address resolution responses the system receives from authoritative sources.,technical,4,SC-21,,,,
CCI-002469,draft,7/2/2013,DISA FSO,The organization defines the certificate authorities the information system will allow to be used on the information system.,policy,4,SC-23 (5),,,,
CCI-002470,draft,7/2/2013,DISA FSO,The information system only allows the use of organization-defined certificate authorities for verification of the establishment of protected sessions.,technical,4,SC-23 (5),,,,
CCI-002471,draft,7/2/2013,DISA FSO,"The organization defines the information system components, with minimal functionality and information storage, to be employed.",policy,4,SC-25,,,,
CCI-002472,draft,7/2/2013,DISA FSO,The organization defines the information at rest that is to be protected by the information system.,policy,4,SC-28,,,,
CCI-002473,draft,7/2/2013,DISA FSO,The organization defines the information at rest for which cryptographic mechanisms will be implemented.,policy,4,SC-28 (1),,,,
CCI-002474,draft,7/2/2013,DISA FSO,The organization defines the information system components which require the implementation of cryptographic mechanisms to prevent unauthorized disclosure and modification of organization-defined information at rest.,policy,4,SC-28 (1),,,,
CCI-002475,draft,7/2/2013,DISA FSO,The information system implements cryptographic mechanisms to prevent unauthorized modification of organization-defined information at rest on organization-defined information system components.,technical,4,SC-28 (1),,,,
CCI-002476,draft,7/2/2013,DISA FSO,The information system implements cryptographic mechanisms to prevent unauthorized disclosure of organization-defined information at rest on organization-defined information system components.,technical,4,SC-28 (1),,,,
CCI-002477,draft,7/2/2013,DISA FSO,The organization defines the information at rest to be removed from online storage and stored in an off-line secure location.,policy,4,SC-28 (2),,,,
CCI-002478,draft,7/2/2013,DISA FSO,The organization removes organization-defined information at rest from online storage.,policy,4,SC-28 (2),,,,
CCI-002479,draft,7/2/2013,DISA FSO,The organization stores organization-defined information at rest in an off-line secure location.,policy,4,SC-28 (2),,,,
CCI-002480,draft,7/2/2013,DISA FSO,The organization defines the information system components for which a diverse set of information technologies are to be employed.,policy,4,SC-29,,,,
CCI-002481,draft,7/2/2013,DISA FSP,The organization employs virtualization techniques to support the deployment of a diversity of applications that are changed per organization-defined frequency.,policy,4,SC-29 (1),,,,
CCI-002381,draft,7/2/2013,DISA FSO,The organization minimizes the number of nonsecurity functions included within the isolation boundary containing security functions.,technical,4,SC-3 (3),,,,
CCI-002382,draft,7/2/2013,DISA FSO,The organization implements security functions as largely independent modules that maximize internal cohesiveness within modules and minimize coupling between modules.,technical,4,SC-3 (4),,,,
CCI-002482,draft,7/2/2013,DISA FSO,The organization defines the concealment and misdirection techniques employed for organization-defined information systems to confuse and mislead adversaries.,policy,4,SC-30,,,,
CCI-002483,draft,7/2/2013,DISA FSO,The organization defines the information systems for which organization-defined concealment and misdirection techniques are to be employed.,policy,4,SC-30,,,,
CCI-002484,draft,7/2/2013,DISA FSO,The organization defines the time periods at which it will employ organization-defined concealment and misdirection techniques on organization-defined information systems.,policy,4,SC-30,,,,
CCI-002485,draft,7/2/2013,DISA FSO,The organization employs organization-defined concealment and misdirection techniques for organization-defined information systems at organization-defined time periods to confuse and mislead adversaries.,policy,4,SC-30,,,,
CCI-002486,draft,7/2/2013,DISA FSO,The organization defines the techniques to be employed to introduce randomness into organizational operations and assets.,policy,4,SC-30 (2),,,,
CCI-002487,draft,7/2/2013,DISA FSO,The organization employs organization-defined techniques to introduce randomness into organizational operations.,policy,4,SC-30 (2),,,,
CCI-002488,draft,7/2/2013,DISA FSO,The organization employs organization-defined techniques to introduce randomness into organizational assets.,policy,4,SC-30 (2),,,,
CCI-002489,draft,7/2/2013,DISA FSO,The organization defines the processing and/or storage locations to be changed at random intervals or at an organization-defined frequency.,policy,4,SC-30 (3),,,,
CCI-002490,draft,7/2/2013,DISA FSO,The organization defines the frequency at which it changes the location of organization-defined processing and/or storage.,policy,4,SC-30 (3),,,,
CCI-002491,deprecated,7/2/2013,DISA FSO,The organization changes the location of organization-defined processing and/or storage at an organization-defined time frequency or at random time intervals.,policy,4,SC-30 (3),,,,
CCI-002492,draft,7/2/2013,DISA FSO,The organization changes the location of organization-defined processing and/or storage at an organization-defined time frequency or at random time intervals.,policy,4,SC-30 (3),,,,
CCI-002493,draft,7/2/2013,DISA FSO,The organization defines the information system components in which it will employ realistic but misleading information regarding its security state or posture.,policy,4,SC-30 (4),,,,
CCI-002494,draft,7/2/2013,DISA FSO,"The organization employs realistic, but misleading, information in organization-defined information system components with regard to its security state or posture.",policy,4,SC-30 (4),,,,
